size,avg,std
7587,12.315,1.98940512
7588,12.323,1.959722305
7589,12.397,2.114677957
7590,12.207,2.048987396
7591,12.324,2.007250122
7592,12.343,1.975665522
7593,12.304,1.950227522
7594,12.291,1.967788401
7595,12.334,1.994096392
7596,12.274,2.036927361
7597,12.317,2.17836091
7598,12.415,1.970446056
7599,12.414,2.045186247
7600,12.347,1.993129089
7601,12.344,2.080382655
7602,12.328,2.051005271
7603,12.262,2.164264318
7604,12.331,1.979231254
7605,12.385,1.950019892
7606,12.307,1.975006747
7607,12.342,2.00575648
7608,12.4,2.187415092
7609,12.328,1.949927747
7610,12.432,2.047820688
7611,12.322,2.064116415
7612,12.297,2.000197938
7613,12.352,2.223294636
7614,12.183,1.991853026
7615,12.286,1.964704574
7616,12.229,2.074816586
7617,12.379,1.850617136
7618,12.321,2.055768758
7619,12.289,2.014829655
7620,12.421,2.052308693
7621,12.319,2.008300842
7622,12.283,2.031511269
7623,12.394,1.993172531
7624,12.398,2.078922297
7625,12.375,1.969836352
7626,12.328,1.957612895
7627,12.313,2.001258613
7628,12.385,2.022093931
7629,12.403,1.984068428
7630,12.342,1.961857509
7631,12.307,2.025056012
7632,12.368,2.03831566
7633,12.458,2.175078612
7634,12.365,2.173591383
7635,12.362,2.064271595
7636,12.332,1.929637142
7637,12.389,1.997916583
7638,12.256,2.052480615
7639,12.404,2.031972665
7640,12.284,2.005334228
7641,12.331,2.122721118
7642,12.392,1.99958354
7643,12.391,2.04897958
7644,12.411,1.984948115
7645,12.332,1.927561021
7646,12.293,2.125480809
7647,12.322,2.093011394
7648,12.321,1.843191894
7649,12.334,2.010095641
7650,12.438,2.038212528
7651,12.492,2.015936507
7652,12.418,2.013785324
7653,12.343,2.104228785
7654,12.451,2.038075748
7655,12.442,2.114499257
7656,12.424,2.102532912
7657,12.364,2.007369805
7658,12.386,1.933065115
7659,12.304,2.067331095
7660,12.195,2.160936058
7661,12.429,2.169254403
7662,12.415,1.958727039
7663,12.344,2.053748252
7664,12.37,1.999774762
7665,12.479,2.109504446
7666,12.339,2.106303757
7667,12.357,2.135910371
7668,12.385,2.10836909
7669,12.47,2.0536108
7670,12.467,2.070071544
7671,12.442,2.083020637
7672,12.343,2.062426873
7673,12.377,2.123530169
7674,12.297,2.150678129
7675,12.385,2.132445151
7676,12.362,2.013208635
7677,12.345,2.078050359
7678,12.374,1.895182238
7679,12.315,1.868493047
7680,12.363,1.826627375
7681,12.227,1.909742946
7682,12.279,1.871004987
7683,12.302,1.884767452
7684,12.131,1.920293344
7685,12.308,2.000284264
7686,12.409,1.820723492
7687,12.37,1.890681008
7688,12.219,1.880046163
7689,12.239,1.950816415
7690,12.29,1.879742917
7691,12.253,1.870960045
7692,12.294,1.900835915
7693,12.26,1.942208066
7694,12.311,1.912573381
7695,12.272,1.947256482
7696,12.241,1.90487468
7697,12.378,1.954209542
7698,12.311,1.808189301
7699,12.42,1.81683816
7700,12.356,1.912831128
7701,12.354,1.938670277
7702,12.315,1.842598755
7703,12.236,1.86595439
7704,12.196,2.011375059
7705,12.267,1.885541372
7706,12.318,1.876271941
7707,12.268,1.930778057
7708,12.34,1.86651651
7709,12.245,1.99924285
7710,12.231,1.93322952
7711,12.248,1.902134095
7712,12.302,1.945399851
7713,12.271,2.052259918
7714,12.351,1.825686756
7715,12.283,1.919530046
7716,12.226,1.920576115
7717,12.176,2.050177365
7718,12.343,1.965506096
7719,12.324,1.907003057
7720,12.235,1.949249747
7721,12.273,1.996110081
7722,12.28,1.889224489
7723,12.299,1.819040381
7724,12.351,2.046946259
7725,12.409,1.849091165
7726,12.315,1.764337804
7727,12.271,1.870576932
7728,12.283,1.878414076
7729,12.23,2.027612194
7730,12.14,1.938080534
7731,12.378,1.878468697
7732,12.263,1.949777585
7733,12.288,1.894900168
7734,12.234,1.952192371
7735,12.358,1.851286921
7736,12.396,1.93983168
7737,12.409,1.905084866
7738,12.386,1.961849345
7739,12.325,1.981237063
7740,12.329,2.029008594
7741,12.303,1.927409117
7742,12.263,1.874391726
7743,12.38,1.861468524
7744,12.33,1.773766119
7745,12.309,1.923335181
7746,12.293,1.9480621
7747,12.368,1.9401908
7748,12.309,1.983797987
7749,12.372,1.855548183
7750,12.221,1.962143983
7751,12.392,1.903144229
7752,12.313,1.909627628
7753,12.272,1.866949785
7754,12.382,2.00501773
7755,12.328,2.071402111
7756,12.248,1.948921316
7757,12.349,1.96546739
7758,12.341,1.925727766
7759,12.386,1.985181338
7760,12.286,2.026403294
7761,12.295,1.98593024
7762,12.348,1.927851813
7763,12.402,2.02001893
7764,12.321,1.856719259
7765,12.214,1.794275181
7766,12.458,1.878767087
7767,12.316,1.893073619
7768,12.273,1.898440169
7769,12.402,1.90158145
7770,12.419,1.995851303
7771,12.255,1.978355097
7772,12.391,2.033286319
7773,12.311,1.950405876
7774,12.258,1.730442264
7775,12.345,1.891971077
7776,12.386,2.028082128
7777,12.247,1.903579422
7778,12.395,1.929429371
7779,12.333,1.963661622
7780,12.374,2.005029712
7781,12.404,1.947967807
7782,12.375,1.901049444
7783,12.404,1.977041399
7784,12.317,1.874039227
7785,12.383,1.902085416
7786,12.281,1.893045859
7787,12.395,1.855914712
7788,12.351,2.158346
7789,12.357,2.058102715
7790,12.283,2.055513594
7791,12.44,2.057336295
7792,12.35,1.935263611
7793,12.343,1.85493714
7794,12.372,1.909780946
7795,12.314,1.983264314
7796,12.355,2.032019711
7797,12.199,2.06680204
7798,12.334,1.959664329
7799,12.441,1.959683484
7800,12.395,2.084062935
7801,12.326,1.96254314
7802,12.355,2.036448409
7803,12.327,1.8824491
7804,12.463,1.941236565
7805,12.288,2.002264984
7806,12.36,1.98754883
7807,12.382,1.906229186
7808,12.287,1.995147015
7809,12.273,2.009106146
7810,12.39,1.96971566
7811,12.366,1.964154246
7812,12.268,1.887786995
7813,12.22,1.874864026
7814,12.317,1.885753713
7815,12.31,1.975804597
7816,12.276,2.0159087
7817,12.324,1.943914299
7818,12.278,1.9194792
7819,12.399,1.901950687
7820,12.389,1.989884077
7821,12.387,1.929495777
7822,12.32,1.900318713
7823,12.335,1.941789264
7824,12.373,2.015920369
7825,12.277,2.008059587
7826,12.261,1.933032751
7827,12.302,2.043274571
7828,12.356,1.954759598
7829,12.336,2.031066033
7830,12.317,2.003628091
7831,12.366,1.980900797
7832,12.355,1.962352116
7833,12.543,1.823039899
7834,12.358,1.979331643
7835,12.373,1.978834704
7836,12.287,2.017101807
7837,12.356,1.837018954
7838,12.259,2.036188858
7839,12.304,1.98128986
7840,12.396,1.747637902
7841,12.43,1.889621833
7842,12.392,2.009072515
7843,12.408,1.897138671
7844,12.456,1.81089573
7845,12.367,1.950414088
7846,12.339,1.957015306
7847,12.333,1.968244138
7848,12.317,1.98606532
7849,12.314,1.952746071
7850,12.34,1.944783325
7851,12.364,1.98933694
7852,12.441,1.932939537
7853,12.34,2.001100798
7854,12.373,2.030269192
7855,12.414,1.997647265
7856,12.385,1.979063337
7857,12.36,1.986037347
7858,12.416,2.000736601
7859,12.294,2.013856901
7860,12.456,1.988974615
7861,12.33,2.030572142
7862,12.425,1.918868692
7863,12.328,1.999603564
7864,12.298,2.08699582
7865,12.317,1.884691769
7866,12.342,1.983171442
7867,12.445,1.967955245
7868,12.432,2.077906084
7869,12.383,1.881449136
7870,12.392,1.977434258
7871,12.326,1.830047287
7872,12.364,1.896602515
7873,12.36,1.916265136
7874,12.287,1.980543752
7875,12.262,2.037033506
7876,12.443,1.93765464
7877,12.438,1.951913411
7878,12.338,1.896669015
7879,12.441,1.903718242
7880,12.482,2.09811298
7881,12.382,1.993501956
7882,12.465,1.9423047
7883,12.423,2.03966449
7884,12.305,1.981893767
7885,12.369,1.954650777
7886,12.439,1.902076996
7887,12.408,1.992864147
7888,12.453,1.973242176
7889,12.309,2.018810193
7890,12.358,1.905115604
7891,12.42,1.928034574
7892,12.429,1.95109348
7893,12.367,1.994564937
7894,12.387,1.9434526
7895,12.422,2.007472527
7896,12.349,2.016746456
7897,12.418,2.087974051
7898,12.35,2.012349261
7899,12.497,2.013465928
7900,12.44,2.082002578
7901,12.442,2.052034806
7902,12.315,2.018377777
7903,12.396,1.926887879
7904,12.319,1.912301204
7905,12.451,1.959448504
7906,12.531,2.10510581
7907,12.387,1.981705871
7908,12.42,2.038075993
7909,12.294,1.884440266
7910,12.382,1.999017777
7911,12.37,1.932054045
7912,12.403,1.958680022
7913,12.365,1.941015853
7914,12.344,2.034158745
7915,12.519,1.873272043
7916,12.364,1.945581992
7917,12.314,1.929021805
7918,12.379,1.962450053
7919,12.416,1.964893077
7920,12.372,1.994892377
7921,12.377,2.039860787
7922,12.35,2.024746799
7923,12.39,1.928112449
7924,12.433,1.964018424
7925,12.483,1.913994351
7926,12.488,2.01392947
7927,12.432,1.978709501
7928,12.394,1.93869093
7929,12.407,2.008827117
7930,12.403,2.059328005
7931,12.355,2.02313323
7932,12.397,2.006344042
7933,12.354,1.991645212
7934,12.363,1.933641634
7935,12.391,1.879268648
7936,12.429,1.893817717
7937,12.357,1.993872244
7938,12.324,1.871503814
7939,12.27,1.91540303
7940,12.314,1.924865998
7941,12.314,1.976692012
7942,12.305,1.949301099
7943,12.41,1.888244016
7944,12.373,1.906700424
7945,12.399,1.923408043
7946,12.285,1.98083283
7947,12.392,1.844922692
7948,12.344,1.976251393
7949,12.384,2.074812967
7950,12.378,1.911745478
7951,12.367,1.968294994
7952,12.423,1.99400277
7953,12.345,1.976836585
7954,12.367,2.009564468
7955,12.369,1.912719921
7956,12.395,1.892764528
7957,12.388,1.959411977
7958,12.28,1.912919041
7959,12.424,1.939583972
7960,12.216,1.919642943
7961,12.471,1.855964333
7962,12.417,1.958301802
7963,12.314,1.888642627
7964,12.445,1.947502957
7965,12.43,1.963913684
7966,12.38,2.007892336
7967,12.52,1.933219423
7968,12.344,1.953837629
7969,12.415,1.952072126
7970,12.446,1.970524541
7971,12.443,1.825399431
7972,12.324,1.869363132
7973,12.413,1.836246934
7974,12.399,1.875450963
7975,12.408,1.94043843
7976,12.463,1.928821234
7977,12.306,1.919908865
7978,12.302,1.985128897
7979,12.408,1.913425514
7980,12.49,1.871203196
7981,12.471,1.952170579
7982,12.392,2.072349061
7983,12.355,1.993225514
7984,12.39,1.846431507
7985,12.4,1.945709584
7986,12.351,1.928086232
7987,12.416,1.951089632
7988,12.387,1.996300633
7989,12.469,1.985190162
7990,12.331,1.993342021
7991,12.424,1.962670649
7992,12.375,2.027433226
7993,12.375,1.992070115
7994,12.518,2.02972801
7995,12.411,1.820272615
7996,12.385,1.868760891
7997,12.299,1.951770583
7998,12.396,1.85165132
7999,12.502,1.972786833
8000,12.352,2.070358032
8001,12.495,1.886142235
8002,12.382,1.989983929
8003,12.43,1.923226143
8004,12.338,2.029254512
8005,12.401,1.97942343
8006,12.427,1.893741603
8007,12.451,1.913965063
8008,12.4,1.925540887
8009,12.381,1.911411126
8010,12.352,1.837790378
8011,12.374,1.906241789
8012,12.532,1.905415075
8013,12.402,1.954537341
8014,12.37,1.981672785
8015,12.349,1.95371851
8016,12.245,2.121196472
8017,12.495,1.959033643
8018,12.474,1.8651549
8019,12.494,2.044050426
8020,12.434,1.96761671
8021,12.517,2.107166617
8022,12.356,2.037993478
8023,12.455,2.034727283
8024,12.53,2.003775216
8025,12.435,2.004443263
8026,12.374,2.135575961
8027,12.349,1.90547365
8028,12.44,1.956074187
8029,12.443,1.809426712
8030,12.344,1.920247732
8031,12.484,1.990906253
8032,12.398,2.019820704
8033,12.388,2.018794574
8034,12.408,1.88337014
8035,12.434,1.982315205
8036,12.376,1.836844576
8037,12.35,2.039524371
8038,12.505,2.034235265
8039,12.534,1.952089817
8040,12.449,2.056606095
8041,12.513,2.00695263
8042,12.416,1.999735718
8043,12.421,1.981839218
8044,12.403,2.052511584
8045,12.356,1.957829691
8046,12.479,1.868435188
8047,12.365,1.979821885
8048,12.452,1.909277701
8049,12.401,2.035766034
8050,12.447,1.935183696
8051,12.528,1.920652208
8052,12.487,1.95848581
8053,12.429,1.920063969
8054,12.492,2.107220059
8055,12.564,1.981370695
8056,12.458,1.968275923
8057,12.427,2.022563166
8058,12.439,2.00257067
8059,12.581,2.029176325
8060,12.548,1.970171966
8061,12.413,2.187056061
8062,12.395,1.989203844
8063,12.402,1.949409192
8064,12.409,1.897186949
8065,12.469,1.951114001
8066,12.389,1.886063688
8067,12.38,1.989864206
8068,12.439,1.937532718
8069,12.366,1.981406059
8070,12.36,2.031878079
8071,12.36,2.004099902
8072,12.398,1.965059149
8073,12.55,2.01930126
8074,12.405,2.056502906
8075,12.5,1.898843228
8076,12.369,1.862339203
8077,12.378,2.07302036
8078,12.419,1.97619441
8079,12.312,2.048622184
8080,12.49,1.919266418
8081,12.484,1.907192015
8082,12.458,2.060699513
8083,12.451,2.116146752
8084,12.422,2.070797963
8085,12.452,1.993406549
8086,12.383,1.942185131
8087,12.446,1.960849033
8088,12.449,1.940403093
8089,12.4,2.07998229
8090,12.481,2.044950078
8091,12.451,1.989863955
8092,12.343,1.860325727
8093,12.48,1.949204812
8094,12.417,1.867779323
8095,12.499,1.959039774
8096,12.41,1.963097999
8097,12.459,1.98803201
8098,12.399,2.014412286
8099,12.502,2.04160823
8100,12.477,1.917067069
8101,12.356,1.941915301
8102,12.501,1.96210317
8103,12.45,2.047850994
8104,12.47,1.977121395
8105,12.517,1.922864636
8106,12.489,1.898284089
8107,12.524,1.97517729
8108,12.538,2.108791835
8109,12.411,2.088645839
8110,12.416,1.989196044
8111,12.404,2.004695189
8112,12.4,1.942620337
8113,12.44,2.031385371
8114,12.492,1.982388929
8115,12.407,1.866235203
8116,12.385,2.109792934
8117,12.588,2.025427944
8118,12.415,1.84069638
8119,12.448,1.976158192
8120,12.348,2.027068081
8121,12.421,2.084251209
8122,12.458,2.048519571
8123,12.404,2.024075315
8124,12.573,1.859604563
8125,12.393,1.931393611
8126,12.503,1.973292904
8127,12.575,1.858447962
8128,12.426,1.828077095
8129,12.474,1.921722409
8130,12.468,1.930466965
8131,12.482,2.116637937
8132,12.448,2.015777607
8133,12.378,1.954209542
8134,12.455,1.913540341
8135,12.399,1.999449123
8136,12.416,1.989699199
8137,12.427,1.974986474
8138,12.358,1.94309331
8139,12.398,2.061029802
8140,12.402,1.959141198
8141,12.459,1.876656826
8142,12.392,1.97287309
8143,12.476,1.89182531
8144,12.424,2.019976313
8145,12.443,1.955652212
8146,12.455,2.02782817
8147,12.52,1.888164496
8148,12.393,2.077707359
8149,12.589,2.015475413
8150,12.497,2.093411898
8151,12.388,1.953784347
8152,12.531,2.049204294
8153,12.461,2.042216847
8154,12.488,1.885579861
8155,12.381,2.002460698
8156,12.365,1.990914046
8157,12.489,2.027804476
8158,12.453,2.068833263
8159,12.408,2.044435305
8160,12.45,2.138708506
8161,12.472,1.96496236
8162,12.578,1.916138718
8163,12.356,1.997812618
8164,12.468,2.056016343
8165,12.492,2.063054093
8166,12.379,2.029649841
8167,12.392,2.085829975
8168,12.489,2.029284849
8169,12.433,1.932678516
8170,12.477,2.101877468
8171,12.486,2.067868487
8172,12.504,2.119073966
8173,12.443,2.118782726
8174,12.418,2.107538308
8175,12.495,1.991467032
8176,12.484,2.116181047
8177,12.494,2.072259216
8178,12.515,2.238031229
8179,12.416,2.016683171
8180,12.471,1.98673252
8181,12.503,2.078054212
8182,12.55,2.061492117
8183,12.46,1.9779566
8184,12.422,2.016428025
8185,12.39,2.051367375
8186,12.469,2.058950771
8187,12.422,2.108639932
8188,12.496,2.008984823
8189,12.386,1.985181338
8190,12.504,2.020412351
8191,12.53,2.09463302
8192,12.428,1.930425482
8193,12.46,2.008091739
8194,12.515,2.06689309
8195,12.417,2.023661584
8196,12.352,2.084812328
8197,12.56,2.06898059
8198,12.494,2.100089135
8199,12.445,2.040867497
8200,12.51,2.108636134
8201,12.618,2.30551326
8202,12.565,2.127510588
8203,12.463,2.190303273
8204,12.488,2.033221579
8205,12.454,2.110530345
8206,12.513,2.084748708
8207,12.492,1.971756533
8208,12.506,2.065485471
8209,12.498,2.10865892
8210,12.615,2.112163875
8211,12.541,2.218838039
8212,12.495,2.062092924
8213,12.494,1.901994107
8214,12.522,2.170305561
8215,12.554,2.113658334
8216,12.539,1.954046391
8217,12.387,2.101820318
8218,12.508,2.207897373
8219,12.441,2.026481094
8220,12.573,2.296507118
8221,12.628,2.060063072
8222,12.432,2.00733789
8223,12.542,2.07329075
8224,12.641,1.921408549
8225,12.521,2.052259918
8226,12.483,2.072681116
8227,12.531,2.032528024
8228,12.521,2.159681278
8229,12.456,2.101066034
8230,12.618,2.274917856
8231,12.507,2.068388075
8232,12.442,2.099772617
8233,12.636,2.051758688
8234,12.384,2.018568458
8235,12.598,2.125303017
8236,12.54,2.045136324
8237,12.671,2.148342239
8238,12.442,2.091652698
8239,12.638,2.113628024
8240,12.568,2.169811993
8241,12.548,2.090470298
8242,12.508,2.084293713
8243,12.595,2.23247821
8244,12.481,2.160163259
8245,12.552,2.140999738
8246,12.63,2.128762935
8247,12.501,2.089584974
8248,12.662,2.162506054
8249,12.475,2.146621295
8250,12.617,2.075239171
8251,12.581,2.273457193
8252,12.52,2.198734735
8253,12.499,2.147233012
8254,12.57,1.954717606
8255,12.502,2.051390798
8256,12.488,2.181424905
8257,12.472,2.0594799
8258,12.471,2.063350774
8259,12.493,2.130842906
8260,12.526,2.159626817
8261,12.542,2.144489411
8262,12.614,2.182147054
8263,12.546,2.162998512
8264,12.399,2.097187926
8265,12.633,2.224693296
8266,12.48,2.233066633
8267,12.469,2.041373608
8268,12.446,2.166050733
8269,12.474,2.066783877
8270,12.527,2.190449513
8271,12.582,2.201845618
8272,12.507,2.028809273
8273,12.576,2.06457901
8274,12.49,2.146743699
8275,12.495,2.101044833
8276,12.585,2.096943531
8277,12.525,2.121290851
8278,12.521,2.149925855
8279,12.442,2.088779308
8280,12.548,2.098117751
8281,12.599,2.072315973
8282,12.428,2.174751835
8283,12.495,2.17133362
8284,12.348,2.157672717
8285,12.298,2.13348254
8286,12.589,2.150046907
8287,12.582,2.219053898
8288,12.6,2.169955923
8289,12.516,2.177265368
8290,12.586,2.188468276
8291,12.657,2.19412059
8292,12.627,2.092904979
8293,12.658,2.126395438
8294,12.567,2.202808063
8295,12.52,2.163858194
8296,12.527,2.218150399
8297,12.57,2.225320663
8298,12.542,2.148686309
8299,12.743,2.273349757
8300,12.561,2.301211545
8301,12.478,2.251351724
8302,12.542,2.101583368
8303,12.586,2.232395034
8304,12.63,2.287866765
8305,12.689,2.169558938
8306,12.45,2.122735501
8307,12.674,2.381048801
8308,12.612,2.087537739
8309,12.457,2.088183783
8310,12.575,2.207089995
8311,12.644,2.286151896
8312,12.512,2.191953617
8313,12.683,2.190275852
8314,12.655,2.169488807
8315,12.487,2.102915418
8316,12.515,2.288014425
8317,12.596,2.17152009
8318,12.604,2.047773761
8319,12.473,2.18312552
8320,12.568,2.027186594
8321,12.514,2.130338551
8322,12.558,2.113078584
8323,12.526,1.970077462
8324,12.524,2.082729402
8325,12.61,2.105310507
8326,12.543,2.048010094
8327,12.592,2.121800659
8328,12.499,2.143500313
8329,12.63,2.175277415
8330,12.56,2.079597251
8331,12.492,2.135063113
8332,12.598,2.116335246
8333,12.538,2.100706778
8334,12.585,2.199457345
8335,12.641,2.119105851
8336,12.633,2.106358884
8337,12.485,2.124214511
8338,12.714,1.969284663
8339,12.506,2.144425928
8340,12.59,2.263409601
8341,12.603,2.024225405
8342,12.644,2.190447914
8343,12.73,2.10226533
8344,12.567,2.066829161
8345,12.634,2.179631803
8346,12.617,2.107309126
8347,12.656,2.348441862
8348,12.571,2.092686871
8349,12.64,2.04562572
8350,12.52,2.1730905
8351,12.633,2.198896575
8352,12.684,2.150527556
8353,12.627,2.171770611
8354,12.716,2.149410143
8355,12.566,2.176782576
8356,12.716,2.260631428
8357,12.533,2.129188682
8358,12.648,2.165822427
8359,12.62,2.158299854
8360,12.49,2.101026967
8361,12.639,2.218919242
8362,12.557,2.200816802
8363,12.557,2.194896027
8364,12.57,2.133460019
8365,12.705,2.165332229
8366,12.652,2.130125215
8367,12.556,2.223017275
8368,12.708,2.203540694
8369,12.601,2.05767661
8370,12.597,2.076271153
8371,12.644,2.114647899
8372,12.515,2.240266456
8373,12.566,2.257596231
8374,12.686,2.071157573
8375,12.71,2.225500585
8376,12.646,2.234653816
8377,12.742,2.219089985
8378,12.648,2.163972915
8379,12.662,2.220064117
8380,12.59,2.264735973
8381,12.717,2.231566914
8382,12.567,2.188218293
8383,12.566,2.215977111
8384,12.536,2.120660558
8385,12.678,2.111581108
8386,12.601,2.172675659
8387,12.614,2.086470071
8388,12.619,2.104344855
8389,12.58,2.133577313
8390,12.594,2.153090755
8391,12.479,2.292338067
8392,12.625,2.080553701
8393,12.538,2.004138861
8394,12.574,2.219786353
8395,12.611,2.206932158
8396,12.523,2.201889943
8397,12.594,2.217674927
8398,12.647,2.241744057
8399,12.658,2.140003649
8400,12.568,2.188187415
8401,12.505,2.147693551
8402,12.599,2.077140706
8403,12.585,2.134790934
8404,12.636,2.371313376
8405,12.681,2.244610718
8406,12.596,2.173823707
8407,12.696,2.242903167
8408,12.598,2.398780972
8409,12.617,2.303392415
8410,12.657,2.243297435
8411,12.672,2.198920474
8412,12.745,2.210171907
8413,12.503,2.21062839
8414,12.683,2.277652014
8415,12.714,2.147280796
8416,12.572,2.232442564
8417,12.684,2.223305442
8418,12.614,2.151658345
8419,12.672,2.089205778
8420,12.629,2.060972248
8421,12.72,2.305844079
8422,12.723,2.168172496
8423,12.68,2.240227359
8424,12.706,2.249138196
8425,12.679,2.205180678
8426,12.707,2.192249292
8427,12.675,2.249986097
8428,12.681,2.119370362
8429,12.778,2.296952762
8430,12.526,2.12457945
8431,12.667,2.319804408
8432,12.809,2.231030367
8433,12.646,2.273731262
8434,12.762,2.189554784
8435,12.725,2.232119476
8436,12.789,2.285542103
8437,12.779,2.097751072
8438,12.514,2.199236377
8439,12.833,2.313539164
8440,12.733,2.34546631
8441,12.708,2.222538116
8442,12.595,2.079254265
8443,12.882,2.423210257
8444,12.653,2.165012304
8445,12.724,2.22233273
8446,12.644,2.125036418
8447,12.683,2.109730306
8448,12.568,2.079350788
8449,12.523,2.096154781
8450,12.571,2.182136733
8451,12.639,2.105020216
8452,12.654,2.112521419
8453,12.512,2.190126173
8454,12.546,2.132705426
8455,12.568,2.129768042
8456,12.539,2.224731091
8457,12.641,2.236765996
8458,12.552,2.038492446
8459,12.68,2.087092704
8460,12.802,2.21984768
8461,12.614,2.231587772
8462,12.509,2.173624541
8463,12.615,2.164592447
8464,12.549,2.086133014
8465,12.757,2.262978584
8466,12.705,2.167180581
8467,12.603,2.17350296
8468,12.604,2.116521595
8469,12.564,2.160224657
8470,12.621,2.18039288
8471,12.529,2.073996254
8472,12.705,2.13366528
8473,12.523,2.266408526
8474,12.662,2.052795647
8475,12.774,2.150243602
8476,12.524,2.208234657
8477,12.674,2.08039709
8478,12.661,2.111050813
8479,12.546,2.084281226
8480,12.623,2.135751023
8481,12.574,2.202583795
8482,12.675,2.097086735
8483,12.606,2.07100291
8484,12.632,2.15109349
8485,12.552,2.116075087
8486,12.627,2.183721511
8487,12.576,2.121019265
8488,12.696,2.266875101
8489,12.649,2.167601785
8490,12.7,2.139761337
8491,12.665,1.978051488
8492,12.683,2.210746118
8493,12.578,2.163931283
8494,12.659,2.182540374
8495,12.664,2.091286082
8496,12.726,2.094590965
8497,12.681,2.08988196
8498,12.674,2.237125104
8499,12.707,2.218123322
8500,12.768,2.21202827
8501,12.599,2.136062209
8502,12.588,2.32844963
8503,12.667,2.247033636
8504,12.655,2.090058215
8505,12.608,2.247083751
8506,12.79,2.222800225
8507,12.735,2.1949015
8508,12.671,2.190332522
8509,12.567,2.133556435
8510,12.699,2.106854964
8511,12.601,2.188741554
8512,12.808,2.128301122
8513,12.651,2.139106069
8514,12.628,2.097144252
8515,12.678,2.124813128
8516,12.64,2.266613672
8517,12.574,2.139416065
8518,12.673,2.151906527
8519,12.533,2.142311952
8520,12.608,2.242178263
8521,12.545,2.153744092
8522,12.66,2.205734632
8523,12.634,2.192453158
8524,12.673,2.216525205
8525,12.681,2.195007302
8526,12.766,2.083647184
8527,12.6,2.278418572
8528,12.741,2.106265737
8529,12.691,2.041000903
8530,12.76,2.309487764
8531,12.79,2.141608388
8532,12.86,2.258650372
8533,12.771,2.153879801
8534,12.595,2.175248654
8535,12.705,2.116708637
8536,12.673,2.308115768
8537,12.66,2.328050648
8538,12.58,2.236202272
8539,12.603,2.17350296
8540,12.591,2.088559571
8541,12.718,2.174213238
8542,12.638,1.993220743
8543,12.629,2.061943406
8544,12.786,2.17874986
8545,12.704,2.116805344
8546,12.768,2.29552727
8547,12.698,2.156721458
8548,12.601,2.200600291
8549,12.792,2.279019511
8550,12.777,2.133969265
8551,12.684,2.171372575
8552,12.687,2.220802324
8553,12.673,2.244796229
8554,12.61,2.169932858
8555,12.65,2.190044816
8556,12.737,2.178664173
8557,12.747,2.191299339
8558,12.736,2.18656925
8559,12.685,2.201959042
8560,12.722,2.217122376
8561,12.547,2.350173252
8562,12.751,2.210856596
8563,12.729,2.192342438
8564,12.621,2.202773527
8565,12.65,2.17168511
8566,12.667,2.229592358
8567,12.662,2.254071169
8568,12.662,2.280999553
8569,12.818,2.213543714
8570,12.77,2.39516948
8571,12.727,2.14641051
8572,12.68,2.190981607
8573,12.787,2.170332081
8574,12.644,2.094194272
8575,12.596,2.164594528
8576,12.736,2.203896813
8577,12.676,2.062832829
8578,12.725,2.189559127
8579,12.663,2.191856573
8580,12.738,2.215008411
8581,12.753,2.312431261
8582,12.672,2.158489072
8583,12.667,2.203852982
8584,12.638,2.246330786
8585,12.638,2.243209305
8586,12.639,2.157158393
8587,12.742,2.164745279
8588,12.657,2.164263162
8589,12.719,2.14864042
8590,12.664,2.088412188
8591,12.612,2.123196638
8592,12.605,2.044297961
8593,12.74,2.07863434
8594,12.647,2.138917008
8595,12.647,2.22695989
8596,12.587,2.176503657
8597,12.62,2.266437014
8598,12.76,2.141725236
8599,12.74,2.175116349
8600,12.759,2.217619633
8601,12.655,2.211077535
8602,12.689,2.250187179
8603,12.753,2.222820715
8604,12.583,2.2645616
8605,12.721,2.215415777
8606,12.659,2.15159205
8607,12.636,2.121321287
8608,12.812,2.171951513
8609,12.788,2.174807069
8610,12.549,2.08325201
8611,12.725,2.161491857
8612,12.608,2.197536158
8613,12.65,2.215492814
8614,12.617,2.195707661
8615,12.56,2.093987771
8616,12.678,2.217483536
8617,12.656,2.157850857
8618,12.651,2.227590887
8619,12.616,2.267528541
8620,12.64,2.168663898
8621,12.684,2.116275649
8622,12.718,2.243102206
8623,12.645,2.186722835
8624,12.885,2.210579485
8625,12.645,2.183974529
8626,12.65,2.291451669
8627,12.756,2.322468053
8628,12.686,2.14756048
8629,12.664,2.183087234
8630,12.703,2.213072229
8631,12.675,2.284862271
8632,12.711,2.23707029
8633,12.746,2.284009786
8634,12.626,2.348539895
8635,12.723,2.301209805
8636,12.783,2.305043215
8637,12.744,2.22742574
8638,12.817,2.157815369
8639,12.836,2.209521665
8640,12.696,2.096659243
8641,12.777,2.18037268
8642,12.734,2.139584497
8643,12.838,2.21419481
8644,12.72,2.145740945
8645,12.69,2.183269719
8646,12.734,2.195008442
8647,12.669,2.145236826
8648,12.662,2.104325114
8649,12.824,2.268075874
8650,12.638,2.16786892
8651,12.716,2.155920219
8652,12.737,2.199697631
8653,12.791,2.261953898
8654,12.676,2.205876218
8655,12.8,2.209271572
8656,12.786,2.326287948
8657,12.724,2.249196053
8658,12.653,2.304322222
8659,12.709,2.269685104
8660,12.61,2.132239772
8661,12.78,2.208274547
8662,12.611,2.119001928
